Diff. from home mean time,Fraction of days visited,Fraction of time spent at loc.,Span of days visited,species
0.735414789625,0.272727272727,0.237201365188,329.625,Other
6.19506845262,0.176470588235,0.015769372921,84.5520833333,Campus
11.2800613005,0.0301507537688,0.000420543552542,198.15625,Other
5.13468923269,0.0141342756184,0.00273193782996,282.15625,Other
2.74120295931,0.214285714286,0.694767159639,321.885416667,Dorm
9.97882685822,0.310240963855,0.0466926070039,331.958333333,Campus
1.9137348742,0.0121212121212,0.000633232016211,164.5,Other
7.30219791019,0.147540983607,0.0156565829593,304.052083333,Campus
10.8284532044,0.015444015444,0.000242101440504,258.15625,Other
11.7787531314,0.3003003003,0.0529336134717,332.177083333,Campus
0.131028519183,0.5,1.0,1.65625,Other
10.8473490157,1.0,0.0466666666667,1.5625,Other
8.66943971014,0.0361445783133,0.00201595968081,248.020833333,Campus
11.7489244775,1.0,1.0,0.0416666666667,Dorm
11.3013796916,0.0470588235294,0.00429605989935,84.8645833333,Campus
11.691882552,0.142857142857,0.0265486725664,27.0729166667,Dorm
0.312504091006,0.527272727273,0.278533898842,164.552083333,Dorm
0.721369692082,0.0291262135922,0.00862506341958,102.65625,Other
4.60125352703,1.0,0.909090909091,0.114583333333,Dorm
2.67547965609,0.047619047619,0.000502008032129,62.25,Other
1.14904068782,1.0,0.703703703704,0.5625,Other
7.92816911169,1.0,1.0,0.0729166666667,Dorm
5.63326492181,1.0,1.0,0.15625,Other
2.37666841307,1.0,1.0,0.65625,Other
2.68401487526,0.335849056604,0.206857142857,264.322916667,Dorm
5.36570877085,0.132295719844,0.0171061720369,256.364583333,Campus
11.8724048043,0.12,0.00465509944985,24.6145833333,Campus
1.44011655596,0.0185185185185,0.00996902826171,107.625,Other
6.21071537451,0.2,0.0180383314543,9.23958333333,Dorm
3.0126242986,0.0666666666667,0.0154454022989,29.0,Dorm
8.43961990982,0.0769230769231,0.0245599672534,25.4479166667,Dorm
5.74194982277,0.227941176471,0.042957042957,135.552083333,Campus
0.339407414132,0.166666666667,0.045,35.4166666667,Dorm
9.5,1.0,1.0,0.0104166666667,Dorm
5.42920791507,0.0246913580247,0.0045231325924,80.6041666667,Dorm
8.2656193695,0.0641025641026,0.00405241118465,77.1145833333,Campus
11.5,1.0,1.0,0.0104166666667,Dorm
8.42860400329,0.14,0.00998725031874,49.0208333333,Campus
11.7637000287,0.454545454545,0.0516717325228,65.1145833333,Campus
10.3803790556,0.038961038961,0.0072602739726,76.0416666667,Dorm
6.0,0.285714285714,0.00298062593145,6.98958333333,Campus
0.898816983978,0.64,0.413858069918,49.7604166667,Dorm
8.77995314064,0.0857142857143,0.00549618320611,34.1145833333,Campus
11.1209343974,0.0170212765957,0.0085413052182,234.15625,Other
9.36673507819,1.0,1.0,0.15625,Other
7.52407956032,0.0206896551724,0.000360620266859,144.427083333,Campus
11.2605816933,0.205357142857,0.0457516339869,111.5625,Other
0.518106095338,1.0,0.760233918129,3.5625,Other
9.72827216833,0.159663865546,0.0465647513618,118.5625,Other
0.0915689592552,0.0625,0.00773060796646,79.5,Other
0.101495094793,1.0,1.0,0.15625,Other
11.6277918609,0.0289855072464,0.00128748863981,275.083333333,Dorm
9.26761070649,0.0946372239748,0.00608112550128,316.895833333,Campus
10.1014950948,1.0,1.0,0.15625,Other
9.67994343531,0.273684210526,0.0401810354344,94.3645833333,Campus
11.4080256024,0.388157894737,0.070572019297,151.145833333,Campus
11.3185463644,0.316666666667,0.0521035029044,59.1770833333,Campus
8.25326401254,0.00947867298578,0.000793217986218,210.114583333,Campus
10.8653107673,0.181818181818,0.00307062436029,10.1770833333,Campus
11.5472597311,0.0148148148148,0.000270405995287,269.65625,Other
9.26424795606,0.121621621622,0.00498646530845,73.1145833333,Campus
12.0,0.00869565217391,9.07276356378e-05,229.625,Other
0.828739505537,0.492592592593,0.356952439825,269.614583333,Dorm
7.37640208207,0.0555555555556,0.00165321404259,107.114583333,Dorm
3.11238241845,0.0408163265306,0.00778715120052,48.15625,Other
4.5,1.0,1.0,0.0416666666667,Dorm
9.74521271157,0.0470588235294,0.00171652770966,84.9583333333,Dorm
0.0965586704925,0.53313253012,0.443066197714,331.708333333,Dorm
1.59781157323,0.0129032258065,0.00142026241039,154.020833333,Dorm
5.17991495028,0.0276073619632,0.00714194209582,325.25,Other
6.78192208383,0.0314465408805,0.00454755157187,158.052083333,Campus
1.5,1.0,1.0,0.0104166666667,Dorm
6.68030664046,0.0219435736677,0.00258541693939,318.291666667,Dorm
4.35783200912,0.0234899328859,0.00557112824107,297.291666667,Dorm
5.9026669332,0.021186440678,0.000973279065652,235.458333333,Campus
10.2359098102,1.0,0.533333333333,0.15625,Other
8.36673507819,1.0,1.0,0.15625,Other
5.82984904695,1.0,0.6,0.15625,Other
11.8156580329,0.162601626016,0.00577985550361,122.552083333,Campus
10.8252578266,0.264900662252,0.0479083252796,150.895833333,Campus
6.0,1.0,1.0,0.166666666667,Dorm
2.81344016325,1.0,0.941176470588,0.177083333333,Dorm
8.60016254864,0.0769230769231,0.00894793926247,38.4166666667,Dorm
9.89850490521,1.0,1.0,0.15625,Other
10.0800007695,0.0440251572327,0.00791409431236,317.208333333,Campus
10.5,1.0,1.0,0.0104166666667,Dorm
8.20658541667,0.0133333333333,0.000348250043531,299.114583333,Campus
11.7254420807,1.0,0.6,0.15625,Other
3.5,1.0,1.0,0.625,Other
11.9796213593,0.233333333333,0.0702760846181,29.0520833333,Campus
10.1237651261,0.130434782609,0.00732433051041,91.0208333333,Campus
11.425322937,0.416666666667,0.0467248908297,119.270833333,Campus
10.7207520217,0.106557377049,0.0102572869476,121.864583333,Campus
10.5,1.0,1.0,0.0104166666667,Dorm
6.47849951776,0.0281124497992,0.00239154149534,248.270833333,Dorm
8.32507414393,0.0978260869565,0.0061735452155,91.1145833333,Campus
1.11719682869,1.0,0.705128205128,1.625,Other
4.89511094044,1.0,0.0793650793651,2.625,Other
2.64687245009,0.0188679245283,0.0109651289144,105.447916667,Dorm
10.5,1.0,1.0,0.0104166666667,Dorm
9.17139876868,0.360927152318,0.0537597234226,301.302083333,Campus
1.29209109922,0.598039215686,0.544585225914,305.010416667,Dorm
2.92816911169,1.0,1.0,0.0729166666667,Dorm
6.07545322766,0.0839416058394,0.0142073588786,273.479166667,Dorm
8.81432009861,0.666666666667,0.085409252669,2.92708333333,Campus
1.0068910719,0.523076923077,0.36949544229,324.541666667,Dorm
8.41222126819,0.0263157894737,0.00110741971207,75.25,Other
4.43553353738,0.0467289719626,0.00253732799844,106.739583333,Dorm
6.01092594678,0.0334448160535,0.00491751822272,298.677083333,Dorm
0.342556817377,0.486486486486,0.397121083827,332.15625,Other
9.0193039531,0.164473684211,0.0149192162255,303.020833333,Campus
11.3667350782,1.0,1.0,0.15625,Other
3.48308678761,0.0272108843537,0.00463259924453,146.15625,Other
2.33202708386,0.0845070422535,0.0170471390454,70.2708333333,Dorm
5.32914487272,1.0,0.521739130435,0.239583333333,Dorm
7.08542810578,0.147058823529,0.0131950989632,33.15625,Other
9.07359203399,0.111842105263,0.0115763800625,303.239583333,Campus
10.2137617786,0.312312312312,0.0575519283186,332.489583333,Campus
7.73278627213,0.135483870968,0.0168930333131,154.15625,Other
9.8750966478,0.0888888888889,0.00549663234497,134.552083333,Campus
1.40057029719,1.0,0.954545454545,0.229166666667,Dorm
10.5105342074,0.378378378378,0.100689439047,332.395833333,Campus
8.5,0.0769230769231,0.0138248847926,38.4270833333,Dorm
5.17965765387,0.0520833333333,0.00787487695505,95.2395833333,Dorm
4.5,1.0,1.0,0.0416666666667,Dorm
7.17627546159,0.0769230769231,0.00562851782364,38.8645833333,Dorm
6.60460171251,0.0694444444444,0.00760456273764,71.2291666667,Dorm
9.68542836166,0.0962962962963,0.00543942808299,134.052083333,Campus
11.8217930671,0.308270676692,0.0843639228043,132.239583333,Campus
6.36673507819,1.0,1.0,0.15625,Other
9.89850490521,1.0,1.0,0.15625,Other
0.693814750655,0.567975830816,0.516985774217,330.239583333,Dorm
6.3926699691,1.0,1.0,0.197916666667,Dorm
6.74051565716,0.0941176470588,0.00755979675301,84.0520833333,Campus
11.7891552697,0.195652173913,0.0183045418144,91.0520833333,Campus
11.0356007339,0.2,0.0227548878825,94.3020833333,Campus
8.79469817614,0.0810810810811,0.00539926115374,36.65625,Other
9.5,1.0,1.0,0.5,Other
6.15716107622,0.0163265306122,0.0014899323145,244.697916667,Dorm
8.74892447748,1.0,1.0,0.0416666666667,Dorm
4.63326492181,1.0,1.0,0.15625,Other
0.495092373756,0.624624624625,0.414504366334,332.802083333,Dorm
2.43530246115,1.0,0.979166666667,0.5,Other
10.0,1.0,1.0,0.0416666666667,Dorm
1.43699531861,0.430555555556,0.325894797855,71.8854166667,Dorm
8.19875057811,0.0241379310345,0.0126900816048,289.760416667,Dorm
6.95154206616,0.0103092783505,0.00326001289675,290.770833333,Campus
10.4963705649,0.194444444444,0.0202535334402,71.4895833333,Campus
10.2611964541,0.477477477477,0.0913536898865,332.270833333,Campus
11.1063103232,0.0122448979592,0.000978057492771,244.958333333,Campus
11.0013289045,0.0666666666667,0.00952717007763,29.5208333333,Campus
1.39091822119,0.295774647887,0.530604733336,283.010416667,Dorm
11.1597393759,0.153846153846,0.00241740531829,12.9270833333,Campus
10.8985049052,1.0,1.0,0.15625,Other
7.39299135345,0.0698529411765,0.00697451619084,271.822916667,Dorm
7.92816911169,0.0215053763441,0.00158245733017,92.15625,Other
0.438783972376,0.212121212121,0.116078679058,230.895833333,Dorm
4.5,1.0,1.0,0.0104166666667,Dorm
5.63326492181,1.0,1.0,0.15625,Other
2.22839484367,0.0833333333333,0.00609490639965,23.9270833333,Dorm
10.6515755776,0.0183486238532,0.00125252914539,108.114583333,Campus
11.930494231,0.164705882353,0.0138802825629,84.0520833333,Campus
1.16389490825,0.24,0.218462327998,324.760416667,Dorm
4.55086884896,0.0909090909091,0.0132417851888,21.2395833333,Dorm
11.463934962,0.0845070422535,0.00520678369533,70.0208333333,Campus
10.0,0.0333333333333,0.000352174678641,59.15625,Other
3.64185643146,0.0689655172414,0.00260029717682,28.0416666667,Dorm
0.99109678381,0.409375,0.453425461182,319.604166667,Dorm
6.49110110225,0.0510204081633,0.00213515533255,195.145833333,Campus
10.1135618893,0.0201342281879,0.000281234619982,148.15625,Other
11.392345354,0.111111111111,0.0040626813697,35.8958333333,Campus
1.30035355234,0.71,0.4096511385,99.7291666667,Dorm
5.23664946918,0.06,0.00589349610608,49.4895833333,Campus
10.0718308883,0.05,0.00182339150821,39.9895833333,Campus
10.7912721605,0.0674157303371,0.00118343195266,88.0208333333,Campus
1.60414183061,0.552552552553,0.402986943862,332.697916667,Dorm
8.24892447748,1.0,1.0,0.166666666667,Dorm
7.5,1.0,1.0,0.291666666667,Dorm
2.10149509479,1.0,1.0,0.15625,Other
9.7821651268,0.017316017316,0.00167473860499,230.135416667,Dorm
4.92916712447,0.024,0.00129360707728,249.625,Other
9.48201086395,0.0946372239748,0.00823560416392,316.208333333,Campus
1.96706313492,0.5,0.51842962455,303.802083333,Dorm
10.5,0.25,0.01329394387,7.05208333333,Campus
1.0036889726,0.666666666667,0.560975609756,2.5625,Other
4.12289994027,0.04,0.00636807471874,49.0729166667,Dorm
7.60197770084,0.0721649484536,0.00499131944444,96.0,Dorm
0.672603881427,0.230769230769,0.113340563991,38.4166666667,Dorm
7.34513282461,1.0,0.866666666667,0.15625,Other
2.97474101147,0.107142857143,0.0220067139127,27.9270833333,Dorm
5.05389164506,0.0327868852459,0.00462804250943,60.7708333333,Dorm
8.41573626092,0.0892857142857,0.00427906976744,55.9895833333,Campus
11.0867650457,0.121951219512,0.0188761434587,286.958333333,Campus
0.0677334822524,0.944444444444,0.600237247924,17.5625,Other
7.10149509479,1.0,1.0,0.15625,Other
2.08272854125,0.509036144578,0.434629641264,331.604166667,Dorm
9.17038500852,0.425531914894,0.0664720626963,328.302083333,Campus
10.030050116,0.127358490566,0.024468452469,211.15625,Other
8.90530523779,0.0606060606061,0.00110671936759,65.8854166667,Dorm
0.5,1.0,1.0,0.5625,Other
2.48193749627,0.0760869565217,0.03820352473,91.6145833333,Dorm
7.98544216541,0.0372670807453,0.00681685385964,160.447916667,Dorm
8.57321331501,0.208737864078,0.0275806124518,205.458333333,Campus
11.5,1.0,1.0,0.0104166666667,Dorm
7.35426265215,0.0588235294118,0.00210213923581,84.2395833333,Dorm
4.67489247704,1.0,0.733333333333,0.15625,Other
5.63326492181,1.0,1.0,0.15625,Other
1.75038076038,0.438438438438,0.375927607477,332.677083333,Dorm
6.04071430979,1.0,0.482352941176,0.885416666667,Dorm
3.97787732975,0.5,0.893333333333,1.5625,Other
11.0419644934,0.0802675585284,0.00887057344416,298.270833333,Campus
11.2510755225,1.0,1.0,0.0416666666667,Dorm
9.37005265718,1.0,1.0,0.239583333333,Dorm
8.10149509479,1.0,1.0,0.15625,Other
3.82452034391,0.046511627907,0.00708180708181,42.65625,Other
7.36673507819,1.0,1.0,0.15625,Other
1.37666841307,1.0,1.0,0.65625,Other
9.63413414577,0.021645021645,0.00126285405015,230.958333333,Campus
10.2489244775,0.016,0.000666722226852,124.989583333,Campus
11.8037794598,0.0168918918919,0.00180052956752,295.052083333,Campus
10.0017984944,0.261261261261,0.0499090852091,332.270833333,Campus
11.487489082,0.109422492401,0.00831930905281,328.052083333,Campus
10.4022322643,0.436746987952,0.0675488778525,331.395833333,Campus
11.7668413837,0.175226586103,0.00708103855232,330.989583333,Campus
0.738694078129,0.535031847134,0.32016812329,156.135416667,Dorm
2.64325663072,1.0,1.0,0.0729166666667,Dorm
9.63326492181,1.0,1.0,0.15625,Other
0.36673507819,1.0,1.0,0.15625,Other
6.99248290389,0.0224215246637,0.00370457209848,222.135416667,Dorm
7.0,1.0,1.0,0.0416666666667,Dorm
1.5,0.0117647058824,0.000184899845917,169.010416667,Dorm
10.0057143837,1.0,0.257575757576,5.5,Other
2.70965417454,0.285714285714,0.017571884984,6.52083333333,Dorm
8.20513087371,0.0184331797235,0.000530299378103,216.072916667,Dorm
6.85060332394,0.0260869565217,0.0018268176836,114.041666667,Dorm
4.0,1.0,0.285714285714,0.0729166666667,Dorm
7.31279559659,0.0555555555556,0.00654372397383,35.0208333333,Dorm
0.493641110947,0.568181818182,0.271469465649,43.6666666667,Dorm
9.28171165041,1.0,0.285714285714,0.291666666667,Dorm
2.25521290017,1.0,0.894736842105,0.197916666667,Dorm
10.1014950948,1.0,1.0,0.15625,Other
3.24166535208,0.0440528634361,0.00560971123781,226.541666667,Dorm
7.86869871145,1.0,1.0,0.197916666667,Dorm
8.33163439781,0.0369127516779,0.00325881281099,297.270833333,Campus
0.375124153221,0.322289156627,0.24452050493,331.729166667,Dorm
7.72112130297,0.136363636364,0.00445324096982,21.0520833333,Campus
10.2864592085,0.0278637770898,0.00187471717629,322.270833333,Campus
10.1574509107,0.0289855072464,0.003663003663,68.25,Other
7.26551160245,0.0377358490566,0.00356435643564,105.208333333,Campus
10.8545647893,0.0138248847926,0.000240952243265,216.15625,Other
6.5,1.0,1.0,0.166666666667,Dorm
8.44751907711,0.133333333333,0.0173671413685,29.9895833333,Campus
10.6932593432,0.0333333333333,0.00354844320751,299.427083333,Campus
10.0452426094,0.241721854305,0.0337599446558,301.145833333,Campus
10.1014950948,1.0,1.0,0.15625,Other
5.09683909982,0.0434782608696,0.00793650793651,68.25,Other
5.98260506277,0.0333333333333,0.00594977688337,119.052083333,Campus
0.252296205979,0.384375,0.427994660242,319.927083333,Dorm
9.97987443089,0.0416666666667,0.00348416880798,239.177083333,Campus
11.5942856368,0.00778210116732,0.000650432944429,256.239583333,Dorm
11.3919534435,0.0119047619048,0.00174487443136,167.15625,Other
0.626646055269,0.321212121212,0.253291139241,164.583333333,Dorm
9.07949515984,0.507692307692,0.0768106528094,64.1458333333,Campus
1.90084659304,0.04,0.00212089077413,49.1145833333,Dorm
8.20936291543,0.119402985075,0.0154518495396,66.7395833333,Dorm
11.5,1.0,1.0,0.0416666666667,Dorm
0.276359981761,0.50303030303,0.511207223134,329.958333333,Dorm
3.88456530109,0.0952380952381,0.0165803108808,20.1041666667,Dorm
7.01791421522,0.0129310344828,0.00112511251125,231.458333333,Campus
0.597399018643,0.385542168675,0.291614321608,331.666666667,Dorm
4.77611699828,0.00996677740864,0.000243055555556,300.0,Dorm
4.13596739312,1.0,1.0,0.260416666667,Dorm
6.89850490521,1.0,1.0,0.15625,Other
8.18706582558,0.0240963855422,0.00164786411459,82.1770833333,Dorm
8.40755247412,0.0989010989011,0.00595306239267,90.9895833333,Campus
10.8392615873,0.285714285714,0.0468497576737,6.44791666667,Dorm
2.15798501389,1.0,0.968253968254,0.65625,Other
9.42439187858,0.3125,0.0240549828179,15.15625,Other
9.03315923311,0.0833333333333,0.00748268541398,299.302083333,Campus
0.767956508384,0.272727272727,0.124039938556,54.25,Other
7.49202498382,0.4,0.0760790051207,14.2395833333,Campus
0.184891951163,0.459459459459,0.536692223439,332.864583333,Dorm
9.5,0.133333333333,0.00297176820208,14.0208333333,Campus
10.8856653824,0.209302325581,0.0259803523585,128.302083333,Campus
11.2023438883,0.0449438202247,0.00650887573964,88.0208333333,Campus
1.41303652129,0.138888888889,0.056338028169,35.5,Other
9.97847625565,0.571428571429,0.201666666667,6.25,Other
5.31994508272,0.176470588235,0.0180528691167,16.15625,Other
9.62390251545,0.118380062305,0.016210245915,320.65625,Other
0.167767813267,0.570570570571,0.449696172399,332.5625,Other
1.23911239243,0.531531531532,0.305061388123,332.583333333,Dorm
2.74892447748,1.0,1.0,0.0416666666667,Dorm
9.1271493923,0.118143459916,0.00927431761241,236.989583333,Campus
10.9553656454,0.00862068965517,0.000315372139124,231.208333333,Campus
9.75107552252,1.0,1.0,0.5,Other
11.9014480576,0.220689655172,0.0376107788746,289.145833333,Campus
8.58899012847,0.0392156862745,0.00185643564356,50.5,Other
9.5,0.0272727272727,0.000286286859433,109.15625,Other
6.63326492181,1.0,1.0,0.15625,Other
1.25558139894,0.434250764526,0.33315271093,326.802083333,Dorm
9.76448043137,0.0897009966777,0.0100971547536,300.208333333,Campus
11.311389192,0.15625,0.0103926096998,63.1458333333,Campus
9.46815686266,0.115384615385,0.00579230450972,25.1770833333,Campus
5.08800246152,0.0263157894737,0.00193798449612,75.25,Other
5.36673507819,1.0,1.0,0.15625,Other
6.10149509479,1.0,1.0,0.15625,Other
8.5,1.0,1.0,0.0104166666667,Dorm
5.36673507819,1.0,1.0,0.15625,Other
8.38877960979,0.122807017544,0.010035309422,56.0520833333,Campus
11.3125488335,0.347540983607,0.060872540633,304.427083333,Campus
10.035213551,0.424698795181,0.026685128076,331.020833333,Campus
8.97796286576,0.025974025974,0.00426338228328,153.927083333,Dorm
9.89850490521,1.0,1.0,0.15625,Other
5.89762169062,0.333333333333,0.0463709677419,5.16666666667,Dorm
8.96006252215,1.0,0.117117117117,1.15625,Other
8.75238406087,0.0121951219512,0.000846919330934,245.989583333,Campus
11.7083244782,0.120481927711,0.0157807047877,331.364583333,Campus
1.63326492181,1.0,1.0,0.15625,Other
7.77928879015,1.0,0.733333333333,0.15625,Other
3.86986591125,0.0408163265306,0.0063911376225,48.8958333333,Dorm
9.36114347258,1.0,0.952380952381,0.65625,Other
0.337630447472,0.666666666667,0.270588235294,2.65625,Other
3.36673507819,1.0,1.0,0.15625,Other
4.72634019428,1.0,0.866666666667,0.15625,Other
3.37666841307,1.0,1.0,0.65625,Other
7.73587985809,0.0515463917526,0.00512012603387,290.927083333,Campus
1.92394123778,0.416918429003,0.225919163939,330.916666667,Dorm
0.337279670082,1.0,0.147435897436,1.625,Other
5.86403260688,1.0,1.0,0.260416666667,Dorm
2.21171150108,0.504504504505,0.394598485323,332.854166667,Dorm
9.90342055109,0.0595238095238,0.00256420861078,251.864583333,Campus
11.1091490958,0.0851063829787,0.00177344269563,46.9895833333,Dorm
7.87680008707,0.0243902439024,0.00186987378352,245.114583333,Campus
1.35810365425,0.343558282209,0.28034931704,325.635416667,Dorm
6.45647316056,0.0652173913043,0.00479945149126,91.15625,Other
7.89850490521,1.0,1.0,0.15625,Other
1.37438409116,0.00778210116732,0.00519691433212,256.5625,Other
9.0,0.153846153846,0.00864304235091,12.0520833333,Campus
10.8641970493,0.0133333333333,0.000417217161533,149.802083333,Campus
10.0,1.0,1.0,0.0416666666667,Dorm
7.36673507819,1.0,1.0,0.15625,Other
9.73057335262,0.5,0.36036036036,1.15625,Other
6.85726413224,0.1,0.00416728679863,69.9895833333,Campus
9.28204241537,0.034188034188,0.0138005197598,116.239583333,Dorm
8.5670819159,1.0,0.604166666667,0.5,Other
